week,team,opponent,home_away,goals,goals_conceded,xg,xg_conceded,home,away,home_goals,away_goals,home_xg,away_xg,score,result,points,adj_goals,xg_result,xg_points,xg_diff,cumulative_points,cumulative_xg_points,cumulative_xg_diff,points_vs_xg_points,cumulative_xg_goals,cumulative_xg_conceded,xg_goal_diff,position,xg_score,result_changed
32,Fulham,Bournemouth,Away,0,1,1,1.4,Bournemouth,Fulham,1,0,1.4,1,      1-0,Loss,0,1,Draw,1,-1,48,57,4.599999999999999,-9,42.4,38.1,4.299999999999997,9,      1-1,1
33,Fulham,Chelsea,Home,1,2,0.3,0.9,Fulham,Chelsea,1,2,0.3,0.9,      1-2,Loss,0,1,Loss,0,0.7,48,57,5.299999999999999,-9,42.7,39,3.700000000000003,9,      1-2,0
34,Fulham,Southampton,Away,2,1,2.4,0.6,Southampton,Fulham,1,2,0.6,2.4,      1-2,Win,3,2,Win,3,-0.4,51,60,4.899999999999999,-9,45.1,39.6,5.5,8,      1-2,0
35,Fulham,Aston Villa,Away,0,1,0.9,1,Aston Villa,Fulham,1,0,1,0.9,      1-0,Loss,0,1,Draw,1,-0.9,51,61,3.9999999999999987,-10,46,40.6,5.399999999999999,11,      1-1,1
36,Fulham,Everton,Home,1,3,0.8,1.1,Fulham,Everton,1,3,0.8,1.1,      1-3,Loss,0,1,Loss,0,0.19999999999999996,51,61,4.199999999999998,-10,46.800000000000004,41.7,5.100000000000001,11,      1-3,0
37,Fulham,Brentford,Away,3,2,1,2.5,Brentford,Fulham,2,3,2.5,1,      2-3,Win,3,3,Win,3,2,54,64,6.199999999999999,-10,47.800000000000004,44.2,3.6000000000000014,10,      2-3,0
38,Fulham,Manchester City,Home,0,2,1.3,3,Fulham,Manchester City,0,2,1.3,3,      0-2,Loss,0,1,Loss,0,-1.3,54,64,4.899999999999999,-10,49.1,47.2,1.8999999999999986,11,      1-2,0
1,Ipswich Town,Liverpool,Home,0,2,0.5,2.6,Ipswich Town,Liverpool,0,2,0.5,2.6,      0-2,Loss,0,1,Loss,0,-0.5,0,0,-0.5,0,0.5,2.6,-2.1,17,      1-2,0
2,Ipswich Town,Manchester City,Away,1,4,0.3,3.3,Manchester City,Ipswich Town,4,1,3.3,0.3,      4-1,Loss,0,1,Loss,0,0.7,0,0,0.19999999999999996,0,0.8,5.9,-5.1,18,      4-1,0
3,Ipswich Town,Fulham,Home,1,1,0.4,0.9,Ipswich Town,Fulham,1,1,0.4,0.9,      1-1,Draw,1,1,Draw,1,0.6,1,1,0.7999999999999999,0,1.2,6.8,-5.6,17,      1-1,0
4,Ipswich Town,Brighton,Away,0,0,0.3,1.6,Brighton,Ipswich Town,0,0,1.6,0.3,      0-0,Draw,1,0,Draw,1,-0.3,2,2,0.49999999999999994,0,1.5,8.4,-6.9,17,      0-0,0
5,Ipswich Town,Southampton,Away,1,1,1.6,2.4,Southampton,Ipswich Town,1,1,2.4,1.6,      1-1,Draw,1,2,Win,3,-0.6,3,5,-0.1,-2,3.1,10.8,-7.7,17,      1-2,1
6,Ipswich Town,Aston Villa,Home,2,2,1.2,0.8,Ipswich Town,Aston Villa,2,2,1.2,0.8,      2-2,Draw,1,2,Draw,1,0.8,4,6,0.7,-2,4.3,11.6,-7.3,15,      2-2,0
7,Ipswich Town,West Ham,Away,1,4,0.6,3.6,West Ham,Ipswich Town,4,1,3.6,0.6,      4-1,Loss,0,1,Loss,0,0.4,4,6,1.1,-2,4.9,15.2,-10.3,17,      4-1,0
8,Ipswich Town,Everton,Home,0,2,1.3,1.7,Ipswich Town,Everton,0,2,1.3,1.7,      0-2,Loss,0,1,Loss,0,-1.3,4,6,-0.2,-2,6.2,16.9,-10.7,17,      1-2,0
9,Ipswich Town,Brentford,Away,3,4,1.3,4,Brentford,Ipswich Town,4,3,4,1.3,      4-3,Loss,0,3,Loss,0,1.7,4,6,1.4999999999999998,-2,7.5,20.9,-13.4,18,      4-3,0
10,Ipswich Town,Leicester City,Home,1,1,1,1.5,Ipswich Town,Leicester City,1,1,1,1.5,      1-1,Draw,1,1,Draw,1,0,5,7,1.4999999999999998,-2,8.5,22.4,-13.9,18,      1-1,0
11,Ipswich Town,Tottenham,Away,2,1,1.6,1.5,Tottenham,Ipswich Town,1,2,1.5,1.6,      1-2,Win,3,2,Win,3,0.3999999999999999,8,10,1.8999999999999997,-2,10.1,23.9,-13.8,17,      1-2,0
12,Ipswich Town,Manchester Utd,Home,1,1,1.6,0.8,Ipswich Town,Manchester Utd,1,1,1.6,0.8,      1-1,Draw,1,2,Win,3,-0.6,9,13,1.2999999999999996,-4,11.700000000000001,24.7,-13,18,      2-1,1
13,Ipswich Town,Forest,Away,0,1,0.6,1.6,Forest,Ipswich Town,1,0,1.6,0.6,      1-0,Loss,0,1,Draw,1,-0.6,9,14,0.6999999999999996,-5,12.3,26.3,-14,19,      1-1,1
14,Ipswich Town,Crystal Palace,Home,0,1,0.5,1.6,Ipswich Town,Crystal Palace,0,1,0.5,1.6,      0-1,Loss,0,1,Draw,1,-0.5,9,15,0.19999999999999962,-6,12.8,27.900000000000002,-15.1,18,      1-1,1
15,Ipswich Town,Bournemouth,Home,1,2,1.3,3.2,Ipswich Town,Bournemouth,1,2,1.3,3.2,      1-2,Loss,0,1,Loss,0,-0.3,9,15,-0.1,-6,14.100000000000001,31.1,-17,18,      1-2,0
16,Ipswich Town,Wolves,Away,2,1,1.1,1.3,Wolves,Ipswich Town,1,2,1.3,1.1,      1-2,Win,3,2,Win,3,0.8999999999999999,12,18,0.7999999999999995,-6,15.200000000000001,32.4,-17.2,18,      1-2,0
17,Ipswich Town,Newcastle Utd,Home,0,4,0.7,2.3,Ipswich Town,Newcastle Utd,0,4,0.7,2.3,      0-4,Loss,0,1,Loss,0,-0.7,12,18,0.1,-6,15.9,34.7,-18.8,19,      1-4,0
18,Ipswich Town,Arsenal,Away,0,1,0.2,1.8,Arsenal,Ipswich Town,1,0,1.8,0.2,      1-0,Loss,0,0,Loss,0,-0.2,12,18,-0.1,-6,16.1,36.5,-20.4,19,      1-0,0
19,Ipswich Town,Chelsea,Home,2,0,1.6,2,Ipswich Town,Chelsea,2,0,1.6,2,      2-0,Win,3,2,Win,3,0.3999999999999999,15,21,0.29999999999999943,-6,17.7,38.5,-20.8,18,      2-0,0
20,Ipswich Town,Fulham,Away,2,2,1.5,2.2,Fulham,Ipswich Town,2,2,2.2,1.5,      2-2,Draw,1,2,Draw,1,0.5,16,22,0.7999999999999994,-6,19.2,40.7,-21.5,18,      2-2,0
21,Ipswich Town,Brighton,Home,0,2,0.3,1,Ipswich Town,Brighton,0,2,0.3,1,      0-2,Loss,0,0,Loss,0,-0.3,16,22,0.49999999999999944,-6,19.5,41.7,-22.2,18,      0-2,0
22,Ipswich Town,Manchester City,Home,0,6,0.5,3,Ipswich Town,Manchester City,0,6,0.5,3,      0-6,Loss,0,1,Loss,0,-0.5,16,22,-5.55E-16,-6,20,44.7,-24.7,18,      1-6,0
23,Ipswich Town,Liverpool,Away,1,4,0.5,2,Liverpool,Ipswich Town,4,1,2,0.5,      4-1,Loss,0,1,Loss,0,0.5,16,22,0.49999999999999944,-6,20.5,46.7,-26.2,19,      4-1,0
24,Ipswich Town,Southampton,Home,1,2,1.8,0.9,Ipswich Town,Southampton,1,2,1.8,0.9,      1-2,Loss,0,2,Draw,1,-0.8,16,23,-0.3,-7,22.3,47.6,-25.3,19,      2-2,1
25,Ipswich Town,Aston Villa,Away,1,1,0.4,2.4,Aston Villa,Ipswich Town,1,1,2.4,0.4,      1-1,Draw,1,1,Draw,1,0.6,17,24,0.2999999999999994,-7,22.7,50,-27.3,18,      1-1,0
26,Ipswich Town,Tottenham,Home,1,4,1.1,1.7,Ipswich Town,Tottenham,1,4,1.1,1.7,      1-4,Loss,0,1,Loss,0,-0.1,17,24,0.1999999999999993,-7,23.8,51.7,-27.9,18,      1-4,0
27,Ipswich Town,Manchester Utd,Away,2,3,1.4,0.7,Manchester Utd,Ipswich Town,3,2,0.7,1.4,      3-2,Loss,0,2,Loss,0,0.6000000000000001,17,24,0.7999999999999994,-7,25.2,52.4,-27.2,18,      3-2,0
28,Ipswich Town,Crystal Palace,Away,0,1,1.5,3.2,Crystal Palace,Ipswich Town,1,0,3.2,1.5,      1-0,Loss,0,2,Win,3,-1.5,17,27,-0.7,-10,26.7,55.6,-28.9,18,      1-2,1
29,Ipswich Town,Forest,Home,2,4,0.4,1.5,Ipswich Town,Forest,2,4,0.4,1.5,      2-4,Loss,0,2,Loss,0,1.6,17,27,0.8999999999999995,-10,27.1,57.1,-30,18,      2-4,0
30,Ipswich Town,Bournemouth,Away,2,1,1.2,1.8,Bournemouth,Ipswich Town,1,2,1.8,1.2,      1-2,Win,3,2,Win,3,0.8,20,30,1.6999999999999995,-10,28.3,58.9,-30.6,18,      1-2,0
31,Ipswich Town,Wolves,Home,1,2,0.8,2.6,Ipswich Town,Wolves,1,2,0.8,2.6,      1-2,Loss,0,1,Loss,0,0.19999999999999996,20,30,1.8999999999999995,-10,29.1,61.5,-32.4,18,      1-2,0
32,Ipswich Town,Chelsea,Away,2,2,1.1,2.2,Chelsea,Ipswich Town,2,2,2.2,1.1,      2-2,Draw,1,2,Draw,1,0.8999999999999999,21,31,2.7999999999999994,-10,30.2,63.7,-33.5,18,      2-2,0
33,Ipswich Town,Arsenal,Home,0,4,0.2,2.4,Ipswich Town,Arsenal,0,4,0.2,2.4,      0-4,Loss,0,0,Loss,0,-0.2,21,31,2.599999999999999,-10,30.400000000000002,66.1,-35.7,18,      0-4,0
34,Ipswich Town,Newcastle Utd,Away,0,3,0.1,2.4,Newcastle Utd,Ipswich Town,3,0,2.4,0.1,      3-0,Loss,0,0,Loss,0,-0.1,21,31,2.4999999999999996,-10,30.5,68.5,-38,18,      3-0,0
35,Ipswich Town,Everton,Away,2,2,0.8,0.6,Everton,Ipswich Town,2,2,0.6,0.8,      2-2,Draw,1,2,Draw,1,1.2,22,32,3.6999999999999993,-10,31.3,69.1,-37.8,18,      2-2,0
36,Ipswich Town,Brentford,Home,0,1,0.9,1.4,Ipswich Town,Brentford,0,1,0.9,1.4,      0-1,Loss,0,1,Draw,1,-0.9,22,33,2.7999999999999994,-11,32.2,70.5,-38.3,18,      1-1,1
37,Ipswich Town,Leicester City,Away,0,2,1.4,0.8,Leicester City,Ipswich Town,2,0,0.8,1.4,      2-0,Loss,0,1,Loss,0,-1.4,22,33,1.3999999999999995,-11,33.6,71.3,-37.7,19,      2-1,0
38,Ipswich Town,West Ham,Home,1,3,0.7,1.1,Ipswich Town,West Ham,1,3,0.7,1.1,      1-3,Loss,0,1,Loss,0,0.30000000000000004,22,33,1.6999999999999995,-11,34.300000000000004,72.4,-38.1,19,      1-3,0
1,Leicester City,Tottenham,Home,1,1,1,1.2,Leicester City,Tottenham,1,1,1,1.2,      1-1,Draw,1,1,Draw,1,0,1,1,0,0,1,1.2,-0.2,9,      1-1,0
2,Leicester City,Fulham,Away,1,2,0.6,1.8,Fulham,Leicester City,2,1,1.8,0.6,      2-1,Loss,0,1,Loss,0,0.4,1,1,0.4,0,1.6,3,-1.4,15,      2-1,0
3,Leicester City,Aston Villa,Home,1,2,0.4,1.4,Leicester City,Aston Villa,1,2,0.4,1.4,      1-2,Loss,0,1,Loss,0,0.6,1,1,1,0,2,4.4,-2.4,15,      1-2,0
4,Leicester City,Crystal Palace,Away,2,2,1.2,2.5,Crystal Palace,Leicester City,2,2,2.5,1.2,      2-2,Draw,1,2,Draw,1,0.8,2,2,1.8,0,3.2,6.9,-3.7,15,      2-2,0
5,Leicester City,Everton,Home,1,1,0.7,1.1,Leicester City,Everton,1,1,0.7,1.1,      1-1,Draw,1,1,Draw,1,0.30000000000000004,3,3,2.1,0,3.9,8,-4.1,15,      1-1,0
6,Leicester City,Arsenal,Away,2,4,0.3,4.4,Arsenal,Leicester City,4,2,4.4,0.3,      4-2,Loss,0,2,Loss,0,1.7,3,3,3.8,0,4.2,12.4,-8.2,17,      4-2,0
7,Leicester City,Bournemouth,Home,1,0,0.8,2.1,Leicester City,Bournemouth,1,0,0.8,2.1,      1-0,Win,3,1,Win,3,0.19999999999999996,6,6,4,0,5,14.5,-9.5,15,      1-0,0
8,Leicester City,Southampton,Away,3,2,3.1,2.1,Southampton,Leicester City,2,3,2.1,3.1,      2-3,Win,3,3,Win,3,-0.1,9,9,3.9,0,8.1,16.6,-8.5,14,      2-3,0
9,Leicester City,Forest,Home,1,3,0.8,1.7,Leicester City,Forest,1,3,0.8,1.7,      1-3,Loss,0,1,Loss,0,0.19999999999999996,9,9,4.1,0,8.9,18.3,-9.4,15,      1-3,0
10,Leicester City,Ipswich Town,Away,1,1,1.5,1,Ipswich Town,Leicester City,1,1,1,1.5,      1-1,Draw,1,2,Win,3,-0.5,10,12,3.5999999999999996,-2,10.4,19.3,-8.9,15,      1-2,1
11,Leicester City,Manchester Utd,Away,0,3,0.6,0.8,Manchester Utd,Leicester City,3,0,0.8,0.6,      3-0,Loss,0,1,Loss,0,-0.6,10,12,3,-2,11,20.1,-9.1,15,      3-1,0
12,Leicester City,Chelsea,Home,1,2,1.1,2.7,Leicester City,Chelsea,1,2,1.1,2.7,      1-2,Loss,0,1,Loss,0,-0.1,10,12,2.9,-2,12.1,22.8,-10.7,16,      1-2,0
13,Leicester City,Brentford,Away,1,4,1.1,2.4,Brentford,Leicester City,4,1,2.4,1.1,      4-1,Loss,0,1,Loss,0,-0.1,10,12,2.8,-2,13.2,25.2,-12,16,      4-1,0
14,Leicester City,West Ham,Home,3,1,1.7,3,Leicester City,West Ham,3,1,1.7,3,      3-1,Win,3,3,Win,3,1.3,13,15,4.1,-2,14.9,28.2,-13.3,16,      3-1,0
15,Leicester City,Brighton,Home,2,2,1.3,1.5,Leicester City,Brighton,2,2,1.3,1.5,      2-2,Draw,1,2,Draw,1,0.7,14,16,4.8,-2,16.2,29.7,-13.5,16,      2-2,0
16,Leicester City,Newcastle Utd,Away,0,4,0.2,3.8,Newcastle Utd,Leicester City,4,0,3.8,0.2,      4-0,Loss,0,0,Loss,0,-0.2,14,16,4.6,-2,16.4,33.5,-17.1,17,      4-0,0
17,Leicester City,Wolves,Home,0,3,0.8,1.1,Leicester City,Wolves,0,3,0.8,1.1,      0-3,Loss,0,1,Loss,0,-0.8,14,16,3.8,-2,17.2,34.6,-17.4,17,      1-3,0
18,Leicester City,Liverpool,Away,1,3,0.3,2,Liverpool,Leicester City,3,1,2,0.3,      3-1,Loss,0,1,Loss,0,0.7,14,16,4.5,-2,17.5,36.6,-19.1,18,      3-1,0
19,Leicester City,Manchester City,Home,0,2,1.3,1.3,Leicester City,Manchester City,0,2,1.3,1.3,      0-2,Loss,0,1,Loss,0,-1.3,14,16,3.1999999999999993,-2,18.8,37.9,-19.1,19,      1-2,0
20,Leicester City,Aston Villa,Away,1,2,0.4,1.4,Aston Villa,Leicester City,2,1,1.4,0.4,      2-1,Loss,0,1,Loss,0,0.6,14,16,3.7999999999999994,-2,19.2,39.3,-20.1,19,      2-1,0
21,Leicester City,Crystal Palace,Home,0,2,1.7,1.8,Leicester City,Crystal Palace,0,2,1.7,1.8,      0-2,Loss,0,2,Draw,1,-1.7,14,17,2.0999999999999996,-3,20.9,41.1,-20.2,19,      2-2,1
22,Leicester City,Fulham,Home,0,2,0.6,2,Leicester City,Fulham,0,2,0.6,2,      0-2,Loss,0,1,Loss,0,-0.6,14,17,1.4999999999999996,-3,21.5,43.1,-21.6,19,      1-2,0
23,Leicester City,Tottenham,Away,2,1,1.6,1,Tottenham,Leicester City,1,2,1,1.6,      1-2,Win,3,2,Win,3,0.3999999999999999,17,20,1.8999999999999995,-3,23.1,44.1,-21,17,      1-2,0
24,Leicester City,Everton,Away,0,4,0.3,2.5,Everton,Leicester City,4,0,2.5,0.3,      4-0,Loss,0,0,Loss,0,-0.3,17,20,1.5999999999999996,-3,23.400000000000002,46.6,-23.2,18,      4-0,0
25,Leicester City,Arsenal,Home,0,2,0.2,1.4,Leicester City,Arsenal,0,2,0.2,1.4,      0-2,Loss,0,0,Loss,0,-0.2,17,20,1.3999999999999995,-3,23.6,48,-24.4,19,      0-2,0
26,Leicester City,Brentford,Home,0,4,0.5,1.5,Leicester City,Brentford,0,4,0.5,1.5,      0-4,Loss,0,1,Loss,0,-0.5,17,20,0.8999999999999996,-3,24.1,49.5,-25.4,19,      1-4,0
27,Leicester City,West Ham,Away,0,2,0.4,1.3,West Ham,Leicester City,2,0,1.3,0.4,      2-0,Loss,0,0,Loss,0,-0.4,17,20,0.49999999999999956,-3,24.5,50.8,-26.3,19,      2-0,0
28,Leicester City,Chelsea,Away,0,1,0.1,1.7,Chelsea,Leicester City,1,0,1.7,0.1,      1-0,Loss,0,0,Loss,0,-0.1,17,20,0.3999999999999996,-3,24.6,52.5,-27.9,19,      1-0,0
29,Leicester City,Manchester Utd,Home,0,3,1,0.9,Leicester City,Manchester Utd,0,3,1,0.9,      0-3,Loss,0,1,Loss,0,-1,17,20,-0.6,-3,25.6,53.4,-27.8,19,      1-3,0
30,Leicester City,Manchester City,Away,0,2,0.1,2.2,Manchester City,Leicester City,2,0,2.2,0.1,      2-0,Loss,0,0,Loss,0,-0.1,17,20,-0.7,-3,25.7,55.6,-29.9,19,      2-0,0
31,Leicester City,Newcastle Utd,Home,0,3,0.5,3.2,Leicester City,Newcastle Utd,0,3,0.5,3.2,      0-3,Loss,0,1,Loss,0,-0.5,17,20,-1.2,-3,26.2,58.8,-32.6,19,      1-3,0
32,Leicester City,Brighton,Away,2,2,1.5,3.8,Brighton,Leicester City,2,2,3.8,1.5,      2-2,Draw,1,2,Draw,1,0.5,18,21,-0.7,-3,27.7,62.6,-34.9,19,      2-2,0
33,Leicester City,Liverpool,Home,0,1,0.3,2.5,Leicester City,Liverpool,0,1,0.3,2.5,      0-1,Loss,0,0,Loss,0,-0.3,18,21,-1,-3,28,65.1,-37.1,19,      0-1,0
34,Leicester City,Wolves,Away,0,3,1.1,2,Wolves,Leicester City,3,0,2,1.1,      3-0,Loss,0,1,Loss,0,-1.1,18,21,-2.1,-3,29.1,67.1,-38,19,      3-1,0
35,Leicester City,Southampton,Home,2,0,1.4,0.5,Leicester City,Southampton,2,0,1.4,0.5,      2-0,Win,3,2,Win,3,0.6000000000000001,21,24,-1.5,-3,30.5,67.6,-37.1,19,      2-0,0
36,Leicester City,Forest,Away,2,2,1.1,1.3,Forest,Leicester City,2,2,1.3,1.1,      2-2,Draw,1,2,Draw,1,0.8999999999999999,22,25,-0.6,-3,31.6,68.9,-37.3,19,      2-2,0
37,Leicester City,Ipswich Town,Home,2,0,0.8,1.4,Leicester City,Ipswich Town,2,0,0.8,1.4,      2-0,Win,3,2,Win,3,1.2,25,28,0.5999999999999994,-3,32.4,70.3,-37.9,18,      2-0,0
38,Leicester City,Bournemouth,Away,0,2,0.3,1.6,Bournemouth,Leicester City,2,0,1.6,0.3,      2-0,Loss,0,0,Loss,0,-0.3,25,28,0.29999999999999943,-3,32.7,71.9,-39.2,18,      2-0,0
1,Liverpool,Ipswich Town,Away,2,0,2.6,0.5,Ipswich Town,Liverpool,0,2,0.5,2.6,      0-2,Win,3,3,Win,3,-0.6,3,3,-0.6,0,2.6,0.5,2.1,2,      0-3,0
2,Liverpool,Brentford,Home,2,0,2.5,0.5,Liverpool,Brentford,2,0,2.5,0.5,      2-0,Win,3,3,Win,3,-0.5,6,6,-1.1,0,5.1,1,4.1,3,      3-0,0
3,Liverpool,Manchester Utd,Away,3,0,1.8,1.4,Manchester Utd,Liverpool,0,3,1.4,1.8,      0-3,Win,3,3,Win,3,1.2,9,9,0.1,0,6.9,2.4,4.5,2,      0-3,0
4,Liverpool,Forest,Home,0,1,0.9,0.4,Liverpool,Forest,0,1,0.9,0.4,      0-1,Loss,0,1,Draw,1,-0.9,9,10,-0.8,-1,7.8,2.8,5,4,      1-1,1
5,Liverpool,Bournemouth,Home,3,0,2,1.1,Liverpool,Bournemouth,3,0,2,1.1,      3-0,Win,3,3,Win,3,1,12,13,0.19999999999999984,-1,9.8,3.9,5.9,2,      3-0,0
6,Liverpool,Wolves,Away,2,1,2.5,0.6,Wolves,Liverpool,1,2,0.6,2.5,      1-2,Win,3,3,Win,3,-0.5,15,16,-0.3,-1,12.3,4.5,7.800000000000001,1,      1-3,0
7,Liverpool,Crystal Palace,Away,1,0,1.4,0.6,Crystal Palace,Liverpool,0,1,0.6,1.4,      0-1,Win,3,1,Win,3,-0.4,18,19,-0.7,-1,13.7,5.1,8.6,1,      0-1,0
8,Liverpool,Chelsea,Home,2,1,1.9,1,Liverpool,Chelsea,2,1,1.9,1,      2-1,Win,3,2,Win,3,0.10000000000000009,21,22,-0.6,-1,15.6,6.1,9.5,1,      2-1,0
9,Liverpool,Arsenal,Away,2,2,0.8,0.9,Arsenal,Liverpool,2,2,0.9,0.8,      2-2,Draw,1,2,Draw,1,1.2,22,23,0.6,-1,16.4,7,9.399999999999999,2,      2-2,0
10,Liverpool,Brighton,Home,2,1,1.6,1,Liverpool,Brighton,2,1,1.6,1,      2-1,Win,3,2,Win,3,0.3999999999999999,25,26,0.9999999999999999,-1,18,8,10,1,      2-1,0
11,Liverpool,Aston Villa,Home,2,0,2,1.2,Liverpool,Aston Villa,2,0,2,1.2,      2-0,Win,3,2,Win,3,0,28,29,0.9999999999999999,-1,20,9.2,10.8,1,      2-0,0
12,Liverpool,Southampton,Away,3,2,3.1,1.3,Southampton,Liverpool,2,3,1.3,3.1,      2-3,Win,3,3,Win,3,-0.1,31,32,0.8999999999999998,-1,23.1,10.5,12.600000000000001,1,      2-3,0
13,Liverpool,Manchester City,Home,2,0,3.4,0.8,Liverpool,Manchester City,2,0,3.4,0.8,      2-0,Win,3,3,Win,3,-1.4,34,35,-0.5,-1,26.5,11.3,15.2,1,      3-0,0
14,Liverpool,Newcastle Utd,Away,3,3,1.9,2.1,Newcastle Utd,Liverpool,3,3,2.1,1.9,      3-3,Draw,1,3,Draw,1,1.1,35,36,0.6,-1,28.4,13.4,14.999999999999998,1,      3-3,0
15,Liverpool,Everton,Away,2,2,0.6,1,Everton,Liverpool,2,2,1,0.6,      2-2,Draw,1,2,Draw,1,1.4,36,37,2,-1,29,14.4,14.6,1,      2-2,0
16,Liverpool,Fulham,Home,2,2,2.1,1.2,Liverpool,Fulham,2,2,2.1,1.2,      2-2,Draw,1,2,Draw,1,-0.1,37,38,1.9,-1,31.1,15.6,15.500000000000002,1,      2-2,0
17,Liverpool,Tottenham,Away,6,3,5.6,1.3,Tottenham,Liverpool,3,6,1.3,5.6,      3-6,Win,3,6,Win,3,0.40000000000000036,40,41,2.3000000000000003,-1,36.7,16.9,19.800000000000004,1,      3-6,0
18,Liverpool,Leicester City,Home,3,1,2,0.3,Liverpool,Leicester City,3,1,2,0.3,      3-1,Win,3,3,Win,3,1,43,44,3.3000000000000003,-1,38.7,17.2,21.500000000000004,1,      3-1,0
19,Liverpool,West Ham,Away,5,0,3.1,0.4,West Ham,Liverpool,0,5,0.4,3.1,      0-5,Win,3,5,Win,3,1.9,46,47,5.2,-1,41.8,17.6,24.199999999999996,1,      0-5,0
20,Liverpool,Manchester Utd,Home,2,2,2.7,1,Liverpool,Manchester Utd,2,2,2.7,1,      2-2,Draw,1,3,Win,3,-0.7,47,50,4.5,-3,44.5,18.6,25.9,1,      3-2,1
21,Liverpool,Forest,Away,1,1,2,0.3,Forest,Liverpool,1,1,0.3,2,      1-1,Draw,1,2,Win,3,-1,48,53,3.5,-5,46.5,18.9,27.6,1,      1-2,1
22,Liverpool,Brentford,Away,2,0,3.4,0.7,Brentford,Liverpool,0,2,0.7,3.4,      0-2,Win,3,3,Win,3,-1.4,51,56,2.1,-5,49.9,19.6,30.299999999999997,1,      0-3,0
23,Liverpool,Ipswich Town,Home,4,1,2,0.5,Liverpool,Ipswich Town,4,1,2,0.5,      4-1,Win,3,4,Win,3,2,54,59,4.1,-5,51.9,20.1,31.799999999999997,1,      4-1,0
24,Liverpool,Bournemouth,Away,2,0,2.5,1.6,Bournemouth,Liverpool,0,2,1.6,2.5,      0-2,Win,3,3,Win,3,-0.5,57,62,3.6,-5,54.4,21.7,32.7,1,      0-3,0
25,Liverpool,Wolves,Home,2,1,1.7,1.5,Liverpool,Wolves,2,1,1.7,1.5,      2-1,Win,3,2,Win,3,0.30000000000000004,60,65,3.9000000000000004,-5,56.1,23.2,32.900000000000006,1,      2-1,0
26,Liverpool,Manchester City,Away,2,0,0.7,0.6,Manchester City,Liverpool,0,2,0.6,0.7,      0-2,Win,3,2,Win,3,1.3,63,68,5.2,-5,56.8,23.8,33,1,      0-2,0
27,Liverpool,Newcastle Utd,Home,2,0,1.7,0.2,Liverpool,Newcastle Utd,2,0,1.7,0.2,      2-0,Win,3,2,Win,3,0.30000000000000004,66,71,5.5,-5,58.5,24,34.5,1,      2-0,0
28,Liverpool,Southampton,Home,3,1,3.9,0.4,Liverpool,Southampton,3,1,3.9,0.4,      3-1,Win,3,4,Win,3,-0.9,69,74,4.6000000000000005,-5,62.4,24.4,38,1,      4-1,0
29,Liverpool,Aston Villa,Away,2,2,2.5,0.6,Aston Villa,Liverpool,2,2,0.6,2.5,      2-2,Draw,1,3,Win,3,-0.5,70,77,4.1000000000000005,-7,64.9,25,39.900000000000006,1,      2-3,1
30,Liverpool,Everton,Home,1,0,1.5,0.9,Liverpool,Everton,1,0,1.5,0.9,      1-0,Win,3,2,Win,3,-0.5,73,80,3.6000000000000005,-7,66.4,25.9,40.50000000000001,1,      2-0,0
31,Liverpool,Fulham,Away,2,3,1.5,0.7,Fulham,Liverpool,3,2,0.7,1.5,      3-2,Loss,0,2,Loss,0,0.5,73,80,4.1000000000000005,-7,67.9,26.6,41.300000000000004,1,      3-2,0
32,Liverpool,West Ham,Home,2,1,1.8,1.4,Liverpool,West Ham,2,1,1.8,1.4,      2-1,Win,3,2,Win,3,0.19999999999999996,76,83,4.300000000000001,-7,69.7,28,41.7,1,      2-1,0
33,Liverpool,Leicester City,Away,1,0,2.5,0.3,Leicester City,Liverpool,0,1,0.3,2.5,      0-1,Win,3,3,Win,3,-1.5,79,86,2.8000000000000003,-7,72.2,28.3,43.900000000000006,1,      0-3,0
34,Liverpool,Tottenham,Home,5,1,2.2,0.5,Liverpool,Tottenham,5,1,2.2,0.5,      5-1,Win,3,5,Win,3,2.8,82,89,5.6,-7,74.4,28.8,45.60000000000001,1,      5-1,0
35,Liverpool,Chelsea,Away,1,3,1,3.1,Chelsea,Liverpool,3,1,3.1,1,      3-1,Loss,0,1,Loss,0,0,82,89,5.6,-7,75.4,31.9,43.50000000000001,1,      3-1,0
36,Liverpool,Arsenal,Home,2,2,2.4,2.6,Liverpool,Arsenal,2,2,2.4,2.6,      2-2,Draw,1,2,Draw,1,-0.4,83,90,5.2,-7,77.8,34.5,43.3,1,      2-2,0
37,Liverpool,Brighton,Away,2,3,2.2,2.2,Brighton,Liverpool,3,2,2.2,2.2,      3-2,Loss,0,2,Loss,0,-0.2,83,90,5,-7,80,36.7,43.3,1,      3-2,0
38,Liverpool,Crystal Palace,Home,1,1,2.1,1.8,Liverpool,Crystal Palace,1,1,2.1,1.8,      1-1,Draw,1,2,Win,3,-1.1,84,93,3.9,-9,82.1,38.5,43.599999999999994,1,      2-1,1
1,Manchester City,Chelsea,Away,2,0,0.8,1,Chelsea,Manchester City,0,2,1,0.8,      0-2,Win,3,2,Win,3,1.2,3,3,1.2,0,0.8,1,-0.2,2,      0-2,0
2,Manchester City,Ipswich Town,Home,4,1,3.3,0.3,Manchester City,Ipswich Town,4,1,3.3,0.3,      4-1,Win,3,4,Win,3,0.7000000000000002,6,6,1.9000000000000001,0,4.1,1.3,2.8,1,      4-1,0
